text,sentiment
rakyat indonesia lepas perintah presiden joko widodo alat polri langgeng kekuaasaannya buka prihatin marah sepak terjang pemerinahan presiden joko widodo desktruktif sendisendie negara ungkap rakyat indonesia perintah presiden prabowo akibat dealdeal dukung milu pilpres sandera berat sanggup babat habis rusa timbul perintah era prabowo,Positif
pimpin kayak menang,Negatif
kayu kirim pabrik kayu solo ya,Positif
efek rusak mulyono main garong kroni ya trsu omon sok an pahlawan,Positif
part sen kiri belok kanan,Negatif
proyek akibat banjir proyek era,Negatif
akibat rakus kuasa masyarakat korban,Negatif
alhamdulilah tuhan ingat daerah anak nakal rewel gam,Negatif
manusiamanusia serakah adil,Negatif
repot repot berisik endak masyarakat lupa boro mikir lingkung mikir hidup layak susah,Negatif
coba abang abang tonton lihat pidato presiden tanggal desember bahas tanggung biar,Negatif
rakyat pupuk serakah jabat rakus oligarki sawit sangatsangat sebal muakk,Negatif
libat bijak gundul hutan proses hukum seret adil hilang nyawa nilai harga ganti apa,Positif
gue perhati sd now negara heboh mediatv tindak perintah lenyap lupa korupsi bencana alam rusuh dll akan selesai,Negatif
membully pilih prabowo malu sadar pilih prabowo,Negatif
menteri salah prediksi identitas wilayah bencana,Negatif
modifikasi cuaca wajib modifikasi otak aparat jabat,Negatif
gelintir pejabatreatusan rakyat tanggung akibat,Negatif
tangkaaappppp,Negatif
tahu tri sembunyi informasi puplik presiden kaya siwowo berani ganti tri kait,Positif
bravo ojolali romo jokowi satriopandhito ojolali petuges partai pdip wes manut intervensi tum pdip megawatt nasib petuges partai ayo kali dadi tanggung pdip think consider wasalam francis bin hasan,Negatif
bencana nasional presiden ri,Negatif
jabat dikonoha kerja,Negatif
class action aju perintah hasil tetpaksa nepal muak nyawa harga tembus nepalkan,Positif
omnibus law tuh undang cipta kerja undang senang gelintir daya rusak naudzubillah sih,Positif
percaya faktafakta prabowo,Positif
sih orang presiden anomali nunjukin video video bocor alus tempo biar beliau tau kondisi bubble biar mecahin bubble beliau tau gerak cepat bikin blunder bubble bubblenya asih data real baik beliau riset hindar sembunyi data,Negatif
tanam pohon tumbuh cepat potong ya depan kawasan dampak bencana kena musim hujan,Negatif
bencana sumatra bencana moralterlalu obral ijin menhut,Negatif
carut marut negeri inikadang rakyat olah pesimis laku penguasabanyak tersanderaentah ya indonesia lenyapdan ceritaseolah niat baikuntuk urus negeri,Negatif
iya begitu terima bantu asing kritik negara asing masuk bantu bobrok negara,Negatif
bongkar abang,Negatif
mantabsss,Negatif
ya abang cabut izin jadi,Negatif
jolodong hobi ganti undang milu lindung hutan omnybuslaw,Positif
cepat lambat bencana bandang ikn,Negatif
gua dosa gede jokowi mah ikn kcic kagak apa banding dosa gede nge endorse prabowo presiden fakkkkkkkk,Negatif
nkri sepenuh merdeka kayan alam kuasa oligarki negeri hutan laut timbun air laut kemna lari air hujan,Negatif
wahabi lingkung,Negatif
oo milik kebun pantesan keluar status bencana nasional entar tahu borok mata dunia,Negatif
selesai banjir bantu lantas sunyi milik kuasa kroni,Positif
podcast kemarin bookmark buka hilang ya,Positif
rakyat ya tinggal aceh sumbar sumut pimpin ya gagap asyik omon omon kantor golkar kenal elite partai bahas sawit sawit solar sawit bensin sawit minyak lupa prabowo sawit memnyebab banjir bandang pimpin lindung usaha sumatera,Positif
mantap bocoranya,Positif
menteri mulyono wkwkwk parah banget,Positif
mbak orang lapar pulau sumatera ya orang dukung bangga mbak bagi proyek,Positif
rusak hutan pengusahadi jual klean sok jaga bumirumahmobilbaju kacamata hp klean hasil miningnaif banget klean,Positif
gampang salah angin hujan ya perintah prabowo,Negatif
kasihan presiden ya tri loyal presiden,Positif
kerja menteri hutan tambang hijau hutan jaga lestari lingkung cuman gali babat hasil hutan bumi pakai menteriburuh kasar tau gali babat hutan,Positif
hiduup jokowi kali,Negatif
salam akal sehat,Negatif
hukum berat laku sita aset hasil jahat jahat depan bencana parah megatrush susul tsunami raksasa tinggal tunggu,Negatif
konoha mantap,Positif
tuju perintah pusat anggap remeh gagal tangan bencana sumatera,Negatif
firaun pimpin rusa buat rusa bumi sungguh orangorang baik qs albaqarah ayat,Negatif
bencana sumatra thailand sri lanka korban ratus bencana alam akibat curah hujan ekstrim akibat ubah iklim salah satu akibat peran manusia manusia indonesia dunia ukur emisi katbon negara indonesia sumbang emisi banding negara negara maju biasa sikap adil pikir bumi manusia pramudya ananta toer,Negatif
prabowo pegang hp,Negatif
pilih rakyat,Negatif
cuman satset,Negatif
menterimenteri profesional jujur tanggung,Negatif
mulyono presiden gagal korup,Negatif
nanem sawit bukit fatal bagus ya datar rendah,Negatif
mukim hilang jadi hutan semuaniscaya alam lestari jamin,Positif
sebab banjir buang sampah sembarang nebang pohon sembarang nyoblos sembarang,Negatif
presiden berita telat payah presiden gaptek pegang hp update berita tua pikun au bawa mana negara,Negatif
kampanye dah bilang apa joget hasil menang ordal bansos,Negatif
bencana sumatra buka kotak pandora moral perintah prabowosemua bejat serakah ketidakpedulian terang benderang,Negatif
pabrik rokok legal bunuh pajak perintah sdangkan hancur hutan ilegal perintah berani hidup,Negatif
cari salah tanggung rakyat kebulurantiada makanantiada minumanlambat tidak ambil tunggu bantu negara kejirananmudah ya,Negatif
izin komentardalam orang bodoh semuadulu ajar tebang pohon sembarang banjir jadi pertamakedua kait mayoritas duduk indonesia tani bmkg profesional cari alat canggih aplikasi cuaca bencana aplikasi akurat bantu tani sederhana hujan terikkarena cuaca bang tani,Negatif
lelet salah asprinyasekretarisnyapembisik ya,Negatif
ingat jokowi prabowo paket tanam sawit saja pohon,Negatif
harap orang kena petir bareng tuhan tolong indonesia banyak jahat,Negatif
ya tuntut tanggung menteri menteri urus menteri menteri hut tanggung hutan izin kawasan hutan wenang beliau beliau milik fungsi awas hutan menteri esdm tanggung izin izin tambang indonesiadidalam hutan hutantermasuk awas izin wilayah menteri lingkung hidup tanggung tuju lingkung hidup warga negara indonesia izin biji salah bukti izin izin wilayah rentan bencana cuaca exream bencana deportasi skala kecilini skala soooobalik kitamahkamah internasionaljuli keluar nyata negara anggap gagal tindak kendali kendali iklim bijak salah tuntut anggap langgar hukum internasional diam moga cepat pulih sumatera,Negatif
wow tinggal area alamnnya alami ekosida musnah ekosistem degradasi lingkung turun kualitas lingkung rusa ekologi ganggu sistem makhluk hidup lingkung cemar lingkung polusi deforestasi tebang hutan sebab rusa fisik kimia hayati lingkung luas mitigasi risiko hadap hukum alam jaga imbang bencana,Negatif
prabowo telat informasi tedi telat infoinnya,Negatif
buka komen anak sakit hati bapak kalah pilpres wkwk,Negatif
tetap status bencana nasional banjir longsor sumatera presiden bencana dampak langsung langsung masyarakat propinsi pulau belah baeat sumatera nias alami naik harga pangan butuh pokok jaring listrik internet terganggumati total ganggu transportasi daratlaut nias medan tiket pesawat nias isolir jepit november terima kasih,Negatif
rezim kemarin ngibul kerja rezim ngibul kerja,Positif
kemenhut cepat tindak usut tuntas bencana banjir sumatra cari laku tangkap adil pidana laksana,Negatif
perintah utuh prabowo prabowo erti lambat prabowo erti,Positif
bangun sistem habis doangkedepannya apa tergagapgagap,Negatif
yuk tonton hebat perintah jabat balak,Negatif
ngakunya sarjana lulus hutan jurus kayu hh henti pimpin periode hutan hilang pohon tebang bencana banjir bandang akibat ribu korban kini omonomon bagong tulgak,Negatif
heran konoha moga allah lindung,Positif
kompas berani purbaya uang trilyun dana stand by bencana masyarakat butuh omong kosong purbaya purbaya lari dana bencana purbaya agent asing ngancurin indoensia,Negatif
publik pengin lihat bencana sumatera ending ya pagar laut pagar laut kakap usaha tersentuhdi bencana sumatera usaha sebab ya sentuh,Positif
puzle puzle bentuk masyarakat cerdas tau akar negeri rumit sungguh rumit,Negatif
gass keun bocor halus,Negatif
hidup dunia jam akheratmaka adil balas jadi tidk pilih jabat milu takut minta tanggung tuhan,Negatif
cerita banjir taput tim bocor halus tepat simpang doloksanggul jam malam atas bawa video bagus rekam truk jadi berita mantap,Negatif
sebab bencana sungguh jabat kopup bos,Negatif
kawatir rusuh gede era soekarno soeharto,Negatif
omke gams omke gams,Negatif
ya jaman disiapin rencana lancar omnibuslaw dll,Negatif
tindak prusahan kebun bandwl probowo lahan prabowo tanggung banjir,Negatif
tuhan jahat prabowo keruk sda sumtra borneo,Negatif
sigemoy aneh anjir ri tau apa telat motivasi presiden anjir,Negatif
kecewa pimpin prabowo subianto bencana alam sumatra,Negatif
orang bodoh tau hutan babat banjir lindung warga banjir tumpu gelondong kayu seret banjir ajar orang bodoh,Positif
kasihan sih wowo bohongin berani jenderal singkirin termul kabinet merusakpagar lauttambang raja ampatwoshimipkemana tau bohongin tindak nama omon omon,Negatif
bayar hutang wosh dll,Negatif
azab akhirat,Negatif
nkri demokrasi tempo anti kritik,Negatif
lihat moral pimpin kepala negara minggu tetap status bencana nasional moral empati omon terus big nooooo pilih ya ges,Positif
panggil thanos musnah tengah selesai hidup,Negatif
gagap jaman covid gagap baik ajar banjir musibah ulang baik parah,Negatif
rakyat perintah cukur bulu burung gagak rimba banjir tanah longsor indonesia asia,Positif
akibat presiden asal berkelanjutanmakan tuh,Positif
biadab jabat negara,Negatif
maaf nih rendah kurang update dpr suara ya sih istana pemprov pemda nih gagal nih suara protes awas kayak jalan nih,Negatif
media tempo media biaya antek asing,Negatif
usak alam kedok sawit,Negatif
prediksi ku oh ya tunggu alam semesta ngamuk rakyat jelata korban ya tibatan nasuha tibatan qobal maut,Positif
akibat info pintu perintah telat info melulu rakyat,Negatif
bayang tanggung jabat perintah besok akhirat bunuh ratus orang,Negatif
enak era jokowi pro rakyat,Negatif
prabowo libat tanggung gugat hukum,Negatif
eneg pengin muntah ndengerin bencana manusia akibat ulah manusia konoha cinta uang tega korban rakyat jelata derita tahan iniujungnya jahat bebas kena hukum apapununtuk berbusabusa bahas tidak afilan junjung negeri,Negatif
aparatur negara main mata pt bebas ya aparat bela sono,Negatif
kepala siaga perangkat kerja kerja zona nyaman,Positif
perintah lelettakut banget tetap bencana nasionalbanyak tri tri busuk,Negatif
thumbnail,Negatif
bicara cekam medsos kepala bnpb kepala basarnas,Negatif
opini harga tempo prabowo baik salah rakyat,Negatif
p prabowo asisten lihat medsos pegang hp beres,Negatif
kocak kali lihat manusia kena musibah salah presiden muhasabah salah alam marah akibat ulah manusia,Negatif
barusan puja pujilagi tuh presiden,Positif
gusur hutan tanam sawit embel embel penting dapat nasional landa bencana rugi sudi jadi bencana nasional sungguh ironis negara,Negatif
hubung anggar bos anggar pakai salah bos argumen sesat daerah dana btt biaya duga bencana pakai pemda,Positif
coba tempo cari bnpb potong anggar akibat efisiensi tri kena efisiensi pengaruh kesatsetan kerja tri bnpb,Negatif
perintah kecewa sedih kecuali kdm jajar,Negatif
libat izin moga allah tegur hukum imbang mati,Positif
sedih ya tinggal indonesia,Negatif
bencana perintah mana gagap gercep responsif minimal bencana,Negatif
anggung menandatangani beri izin tebang pohon,Negatif
good job bocor alus,Negatif
langsung jabat cukong usaha sawit sebab bencana banjir sebab ribu orang tinggal ratus ribu orang ungsi,Negatif
ganti sih presiden wakil dprnya bubarin,Positif
tolong alih anggar mbak pulau sumatra perlu tangan bencana,Positif
indonesia bubar,Negatif
moga saudara pulau sumatera tabah terima bencana alam sebab bencana sumatra atas,Negatif
mending kasih jump menit podcast langsung sih buka bagus kadang pengin cepat podcast ya,Positif
bela perintah salah laku tanggung bencana ekologis sumatera,Negatif
narasi presure perintah prabowobagaimana ambil langkah tegasmenangkap laku deforestasi ilegal loging dampak langsung banjir bandang butuh masyarakat perintah sigap tangkap hukum berat laku berhentideh omonomon masyarakat muak dengar narasi kosong pemerintahsering jadi ambil tindakantetapi antisipatif perintah gerak perangkat lengkap hukum giring laku meja hukum ditunggutunggu masyarakat,Negatif
jndral tni bilang bala liar starling pulsa,Negatif
oalah theeelll gatheeellll podo kbh tibakne,Negatif
presiden jokowi milik lebih bangun infrastruktur jalan tol hasil tampil orpol jadi kendara lemah sila lanjut lebih kurang,Positif
serakah manusia eksploitasi alam akibat bencana dahsyat korban manusia binatang ekosistem lingkung usak alam tambang usak hutan ketuk hati sali buat lalu,Positif
politikus nir empati,Negatif
rakyat ambil hikmah yad pilih pimpin sembarang suka kasih bansos,Negatif
sih pilih president,Negatif
alangkah baik dana mbak alih daerah bencana sumatera bijak izin lingkung hidup ambil pusatjakarta,Negatif
greenpeace gus wahabi lingkung,Negatif
perintah omon omon,Negatif
nepalkan menteri kait ekonomi rakyat indonesia demo agustus nyawa manusia ribu korban,Negatif
omon omon,Negatif
ironi legal kebun sawit dalam hutan harga minyak goreng golong mahal,Positif
mkanyaaa bencana nasionalll tyata maling tebang pohon jabat ring ri,Negatif
diperingatkanbahkan dokumenternyatapi pemerintahsiapapun rezim mbalelo,Negatif
ayo pimpin amanahini akibat amanah rakyat menderitacoba kena musibah,Negatif
jabat mundur akibat jadi pe gundul hutan lanjut,Negatif
ya maklum manusia penting,Positif
harap pimpin kritik tanggap umpat ndasmu,Negatif
oke gas mantap pilih,Negatif
moga milik kayu gelondong sumatera adil,Positif
tlng masyarakat pilih pimpin dasar serang fajarjadinya salah pilih pimpin,Negatif
bilang siteddy pionya jokowi pasang hancur wowo,Positif
wowo wiwi,Negatif
perintah gelagap jaim gengsi menteri mundur pecat,Negatif
parah nihaki sok gaya pengin presidennyatanya jebak sangkar emas,Negatif
negeri rusak jamaah,Negatif
heran pimpin kayak,Negatif
awas dalanginmafia,Negatif
rezim soeharto ikut rezim surabaya lanjut jokowi,Negatif
prabowo omon omon,Negatif
omninbus law akar rabas uu babi buta jaman rezim jokowi kembali uu omnibus law jokowi sosok salah,Negatif
uu hutan lingkung hidup uu milu ubah mulus syahwat kuasa dukung periode ok gas tau erti,Positif
jadi musibah sumatera utara laku israel bikin longsor bukit disumatera utara israel bikin bencana hati simpah sumpah,Negatif
coba cek google ai aceh tetap bencana nasional bongkar tuh lahan sana luhut zaman canggih lacak cepat,Negatif
timbul mudarat tindak perintah pesimis omonomon,Negatif
masif informasi cari verifikasi tunggu disuapin parah,Negatif
speechless,Negatif
pet,Negatif
islam hutan milik haram asasi orang usaha swasta haram,Positif
bismillahdan allah swt datang ingat tegur uji batas kemanpuan manusia kaki tangan manusia rusa alam semesta manusia iri anggap adakan baik bangun deforetrysasi hijau dsb tipu allah orang berimansesungguhnya manusia tipu sendiridisebabkan pimpin zalim dusta rakyat alim ullama jahil rebut tambang utama selamat ummat akhirat tegak hukum adil aplikasi substansi utama pasti hukum adil manfaat hukum,Positif
prabowo ya bilang takut deforestasi hutan tanamin sebanyakbanyaknya kelapa sawit berkat sawit gue kayak presiden,Positif
perintah dzolim,Negatif
luhut adil,Negatif
berita sepenuh ya prabowo tim prabowo takut prabowo tbtb serang jantung wkwkkwkw takut ketam doi enggan buka mata realita,Negatif
jabat perhati lingkung pikir untung politik ya akibatnyarakyat derita,Negatif
badan early warning,Negatif
ya sebab bencana ya omon,Positif
uu cipta kerja jurus sakti jokowi kuasa daerah indonesia biar keruk habis sumber daya alam ya izin amdal keluar perintah pusat peran perintah daerah tau dampak rusa lingkung daerah nih bikin rakyat bosan bijak perintah pusat bubar negara kaya alam daerah kuasa negara untung perintah pusat gilir bencana landa besar pura pura buta,Positif
kasih gelar duta omon sih,Positif
rakyat mati ratus rakyat mati rugi harta benda luas tanah milik aceh betapa ngeri akhirat kelak nyawa jerit derita hilang harap hidup rakyat tambah catat dosa wallahualam,Negatif
oi prabowo lo raja cuman dengar informasi orang tvipadtablaptop orang orang sekitar bunuh rakyat informasi manismanis,Negatif
jaman reformasi hutan sumatra jarah an bob hasan,Negatif
usaha maruk sih kayak raya warga korban,Negatif
konten didik tambah wawas,Positif
dalang rusa hutan wowowiwi lapor polisi pbb,Positif
prabowo jadi bencana nasional mbak kdmp mandek aman anggar program terbit pmk atur terbit november dalam dateline september sisa dana desa salur,Positif
selamat maju pikir serang habis lawan politik bahan lawak perintah,Negatif
mantap bos,Positif
tri hutan salah beliau apa kondisi hutan indonesia,Negatif
undur tanggung ulah perintah kemarin,Negatif
opung kuasa menteri hutan menteri esdm menteri lingkung hidup rakyat beliau beliau larang bala bala hutan bicara rakyat rakyat rusak hutan tuh ya manusia iblis sih,Positif
hati hati puncak musim hujan banjir ulang perintah gerak cepat cek sebab banjir,Negatif
jabat bisnis rakyat korban,Negatif
bayang sih betapa rugi indonesia model orang agustus pikir proklamasi merdeka hirosimanagasaki nuklir terima info ganti,Positif
luhut hancur tanah asal,Negatif
sulit andal perintah akal rakyat ulang,Negatif
insinyur hutan jurus teknologi kayu ee kayu gelondong lolos sapu mukim,Negatif
perang kalah salah sih jenderal hukum,Negatif
rusak moral jabat indonesia level percaya menteri termul zulhas citra menteri lhk menteri hutan presiden tanggung,Positif
ya repot presiden bodoh bilang sawit ganti fungsi hutan,Positif
milik perintah bencana pembunbun rakyat ya bijak eksekutor usaha libat dukung politis back up jenderal keri,Positif
prabowo ambisi presiden usaha jalan lancar salah ya sawit defrostasi negara presiden rakyat no kkn,Positif
prabowo salah sangka,Negatif
ketemu negara perintah egois nganggap rakyat bodoh,Negatif
aprt tegak hukum berani turun backinganbackingan berani rakyat gampang tindas negara mafia isi maling,Negatif
mbah wowo,Negatif
prabowo luhut adil exploitasi hutan,Positif
perintah keliling monyet serakah bencana rakyat,Negatif
biang kerok ya banjir ya perintah kasih izin pungsi alih hutan cari maling kampung rampok,Negatif
bangkit daulat rakyat sejahtera rakyat indonesia,Positif
bencana sumatera akibat serakah biadab brutal halal rezim jokowi,Negatif
jabat konoha nih taruh surga rusak,Negatif
asli jabat negeri pikir duli derita rakyat gerak telihat duli duli,Negatif
prabowo layak pilih sila komen,Negatif
sejahtera rakyat izin tambang lahan industri izin ya ketat perata wilayah perintah asih modal pajak tuh harta rampas koruptor,Negatif
mafia tambang mafia sawit baking coklat ijo lawan coba tidak daya perintah daerah cermin kuat pusat kuasa ijin ijin guna fungsi hutan dalih investasi lebel milik sang raja dukung buat undang putus wakil usaha kedok wakil rakyat untung pikir peduli rakyat merana buat ya allah ampun kezoliman rubah engkau beres bencana tegur syukur tadabur doa baik soudara ku kena bencada sumatra insyaallah hikmah,Positif
prabowo hati nurani kau utama mbak ituslikan bantu rakyat kena bencana aceh sumatera,Negatif
deporitasi seni perang jaman dulumelalu alam musuh ahli seni peperangan,Negatif
tebang hutan perma tindak beking orang,Positif
pimpin indonesia minus moral ya,Positif
langgan majalah tempo kertas,Positif
semangat min ekspos benar love you all staff tempooo,Negatif
rakyat aceh sumut sumbar rasa pahit serakah konglomerasi oligarki eksploitasi hutan kebun kelapa sawit bodoh perintah kebun kelapa sawit studi amdal,Negatif
bencana alam manusia buat parah deforestasi banjir landa negara samudra hindia sisi barat sri lanka thailand kena dampak,Negatif
reset indonesiajalan baik ganti tegak hukum awas rakyat bangun penjara level aman tinggi,Negatif
perintah berani tindak usaha salah atur jalan reformasi polisi tega hukum presiden tumpul,Negatif
enak jabat indonesia korupsi hukum ringansalah bijak makan korban tinggal klarifikasi sanggup tangan bencana tinggal pergi umroh,Negatif
titp pesan aktivis lingkung gunung selamat jateng purwokerto tegal malang resah tambang tambang hutan gundul,Negatif
harap presiden sandera presiden tidur kali presiden bawa ubah naik bangsa indonesia,Positif
usut backingna,Negatif
real undang undang cipta bencana sumber,Positif
negara benarbenar hancur akibat kkn,Negatif
perintah mesti malu ferry irwandi,Negatif
bahlil bangsaaaaaaat,Negatif
prabowo sadar abang husen keliling babelbabel informasi bohong,Negatif
prabowo usaha andil deforestasi aceh,Positif
percaya presiden pusing nafsu banget kapai bingung tri gank wiwi beda visi misi,Positif
presiden telat infosemua info tedi dulubirokrasi busuk,Negatif
bencana banjir sengaja himbauan tinda lanjut,Negatif
tunggu banget bocor alus bahas banjir,Positif
berisik media berisik jadi diskusi dongok,Negatif
tepat gagap tuhan tau indonesia negara kembang didik batas siram air lebih,Negatif
adil luhut,Negatif
omon omon wkwkwkw,Negatif
kepala bnpp konyol,Negatif
konoha oh konoha,Negatif
tau hulu si tamiang bendung tampur spbl bendung jebol bsyangksn spa terjsdi mdhan aman,Negatif
pimpin muhammad hatta,Negatif
presiden bawah edan egois lihat sih wowo pas pidato korban akan kampanye rusak bangsa lini perintah isi setan,Positif
mbak henti dana alih bencana sumatera,Negatif
joged joged,Negatif
orang awam mudah intuk memunjuk bertangging lahan longsong hutan lahan ya jalur bertamggung,Positif
sih indonesia contoh korea korea entah warga pakai masker garagara debu halus doang umum langsung by sms alert hp kayak daftar sim pakai nik,Negatif
cabut ijinnya mari sahabat alam pengusahapegusaha kayak biar pikir bisnis ramah lingkung,Negatif
apa mbak modifikasi cuaca solusi,Positif
genduuuut neraka kau,Negatif
siap acara running padel utama,Positif
presiden dengar langsung suara rakyat tunggu info teddy saring sepuh bercitacita presiden bpk jabat abdi ri,Positif
tanam cepetlah jabat rusa guna bawah tanah tanah,Negatif
prihatin musibah moral negara indonesia kena efek ya rakyat rakyat cerdas pilih pimpin bobrok moral jabat lanjut insyaf,Negatif
bocor bocor nih jabat jabat rusak,Negatif
gue dengar podcast berat saking pengin sih konoha bgn mending alih makan gratis korban banjir,Positif
harap perintah pimpin tinggi ya sawit pohon takut deforestasi hadeeehhhh,Negatif
sepatu ya evo sl oyy keren,Positif
biang kerok tahu masih diam marah,Negatif
oooooh wo hti hti andil,Positif
kayak ya omong prabowo nih indonesia bubar ya tuh kerja kepala negara ya sila simpul teman teman,Positif
hancur negeri penjuru gaji buzzer pengaruh opini,Negatif
percaya polisi organisasi mafia butuh tegas presiden polisi struktur kuasa negara perintah bayang negara negara sungguh,Positif
heads must roll target jangka pendek presiden prabowo mereshuffle figur kabinet teddy perwira tni aktif menseskab kepala bnpb mensesneg menhut raja juli menko zulhas menko pratikno,Positif
usaha rusak hutan rezim serakah rezim lelet hutan sertifikat ya laut sertifikat ya biadab ya bencana konstitusi oke gas oke gas,Positif
deforestasi prabowo dasar waris jokowi hirau dampak rugi rakyat proyek perintah tentang khawatir ahli proyek tentang greenpeace rusa lingkung hantam provinsi acehsumutdan sumbar masif bunuh ratus nyawa rakyat banjir bandang provinsi akibat bala hutan korporasi balak liar kompak hancur lingkung izin biar perintah pusat daerah cuan masuk kantong jabat gubernur riau era rezim jokowi masuk psn rusak alam uang harta deforestasi masif perintah sumatera dukung lestari lingkung hutan gundul hancur bala jalan menteri nikmat cuan korporasi babat hutan legal mati rakyat miskin pinggir hutan perintah lindung rakyat dungu omonomon pilpres suara rebut capres selesai pilpres sila mampus dar bltbansos sembako,Negatif
susah,Negatif
hutan jaga moga pimpin goblog zolim kena azab amin,Negatif
download takut takedown video ya,Positif
pikir prabowo mbak danantara sekolah rakyat sekolah garuda koperasi merah putih end,Positif
jabat negara mandat rakyat urus negara kelak jabat pegang dipertanggungjawabkan akhirat,Negatif
sumber alam indonesia negara,Negatif
jokowi anggap dewa selamat nikmat,Positif
sd ajar teori perilaku buang sampah sembarangantebang pohon hut sebab banjirkenyataannya kelakuankebijakan jabat itucuihhhhhhhhh,Negatif
audit apa bobrok tegak hukum evaluasi percumah,Negatif
hutanya ganti pohon sawit presiden prabowo sawit pohon tampar bencana banjir bandang sih pohon daya serap cengkramnya akar asli pohon hutan akar masuk tanah kuat tahan erosi tanah,Negatif
alam bencana,Negatif
bencana geonisida akibat ijin kemenhut,Negatif
luhut jokowi tgg hukum mati sebab hilang ribu nyawa rakyat,Negatif
ya kebijakaan pro oligarch sang raja mul buka lahan bijak lampu hijau manusia rakus buruk buruk,Positif
kepala bnpb menteri hutan menteri esdm menteri lingkung hidup wajib mundur,Negatif
anomali jabat,Negatif
jendralpresiden lemah pilih tri becus,Negatif
rugi jadi bencana petaka rakyat pikir berhatihati perintah sanksi hukum jabat urus urus sebab banjir akibat nestapa amat milu rakyat konstitusi milik hak azasi manusia bawa perkara sebab bencana masiv sedih milu bawa ranah hukum adil jadi bencana adem ayem ajar bangsa cerdas rakyat gugat selenggara negara sila pikir bijak tuju ajar hidup i love indonesia,Negatif
perintah kasih ijin bala hutan rakyat bala cuaca extrim banjir longsor landa rakyat mati lapar sengsara usaha balak hutan tertawa bahagia luar,Negatif
asli ikhlas alih gaji belikan hape prabowo informasi langsung real time filter,Positif
lupa darimana balok kayu hantam roboh jembatan milik,Negatif
potong anggar bencana tolong come on bencana tau ya detik depan pangkas benerbener habis pikir kesitu pikir,Negatif
bijak perintah bijak sebab benacana,Negatif
surah arrum ayat rusa darat laut sebab buat tangan manusia allah rasa akibat buat jalan,Positif
jabat busuk bejat bikin longsor korban jiwa rakyat ambil tindak longsor jabat mantan pimpin tanggung jawabdasar manusia jahat biadab serakah,Negatif
assalamualaikum parah undang omnibuslaw murka allah swt timpa indonesia buat adap,Positif
rezim jokoii rezim brutal rakus tangkap adil rezim jokooi,Negatif
percaya sih ya quote of the day,Positif
ya mulkidi mulkidi,Positif
bebel orang sekitar sih asisten sesneg lho modal ganteng doang sosmed sat set,Negatif
bagus tangan bencana surabaya bencana tsunami aceh tanggap cepat cuci tangan omong koruptor koruptor usak hutan hukum gera gera,Negatif
worst ever leader,Negatif
judi raja juli rusak bumi,Negatif
berani nih aktivis menepalkan perintah kroni,Negatif
sih belusuk sih wapres suka dengar curhat rakyat kabar ya,Positif
heran hutan daerah milik lindung negara gelintir manusia rakus masuk merusaknyaefeknya rakyat kena dampak munusia bebas nikmat kaya tabung karma ya tunggu tebang tumbang,Positif
layak pimpin kompetitif solutif nkri nkri makmur sejahtera warga,Positif
bencana alan no bencana perintah yessss,Negatif
kemarin bilang ikut milu ngaruh hidup jadi bijak perintah izin buka lahan kelapa sawit korban hutan alih alih rakyat makmur orang tinggal dunia bencana tangan bencana lelet banget perintah foto foto wilayah dampak rendah habis kondangan bantu influenser gerak daerah isolasi bantu pray for sumatra,Negatif
dulunya jaman jajah jajah belandaskrg jajah jabat rakus uangjabatan oligarkiitulah didik maju masyarakat kitatetap bodohagar diaturdipelihara proses tahun bansos uang tunaijaman jajah belanda didik sengaja maju masyarakat majuinilah pakai pejabatngeri negerisy indonesia emasjustru cemas,Negatif
tempokalau seriusbongkar balik buzzer brengsek giring opini sesat social mediayang citra gibran jokowi,Negatif
info terlambattapi pura sih drama,Negatif
salah prabowo militer ya info a ya presiden omon belaka jokowi bawa beda jokowikesalahan ya perintah nyawa mati sia selamat mati sebab bantu lambatdulu prabowo ham nyata ham nyata,Negatif
ya allah prabowo libat bencana kutuk,Negatif
sptnya kocok ulang bantu bpk presiden insaallah republik sosok cerdas integritas jujur negarawan dansiap abdi bangsa negara masyarakattuk damping program bpk presiden ygluhur makmur rakyat sertanegara daulat martabat,Positif
kayak kayak,Negatif
resiko pimpin lapor doang turun masyarakat langsung,Positif
korban capai angka infratuktur hancur rumah warga hancur atjeh hadap ancam lapar tanya anggap b e n sih a n a si i o n a l ln ready masuk halang,Negatif
tangan bencana kali serah perintah pusat temtu berat serah pemda kelola hutan paru paru dunia kembali fungsi sangga bumi paru paru dunia habitat fauna kelas tangan internasional tangan cepat padu visioner pakar pakar konservasi hutan dunia revolusioner jepang israel libat tiongkok negara hancur tiongkok paksa pemda atas bencana aplg lempar pusat daerah lambat pulih hutan tanah panjang derita rakyat cepat punah hutan bumi nusantara,Positif
indonesia bencana pnyebab bencana melulu,Negatif
dah bentar lupa lihat ajabulan lupa,Negatif
perintah satset perintah fokus lainmrk fokus sibuk manipulasi data strategi penting,Negatif
buruk kerja perintah tinggi korupsi kebal mafia indonesia golput milu,Negatif
simple usaha untung negara nombok masyarakat repot ujung monopoli,Negatif
aset pabrik henti kredit kuasa omke gas najwa shihab,Negatif
bencana alam bencana perintah indonesia,Negatif
milu dibohongin rakyat kapok next golput biar kertas kosong menang,Negatif
persetan orang susah asik suharto pahlawan nasional merdeka siksa terussss,Negatif
bocor alus bocor,Negatif
